Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
meister,Meister Candle Black Gold,"<p><span>Der Meister ist mehr als nur eine Kerze. Er steckt voller </span><strong><span><a href=""https://candlesofwisdom.com/pages/info"" title=""Symbolik und Philosophie"" target=""_blank"">Symbolik</a></span></strong><span> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.</span><br><br><span>Die Herstellung unserer mehrfarbigen Modelle ist sehr aufwendig, wobei das Endresultat nie ganz vorhersehbar ist. Jeder Meister ist ein Unikat mit individuellem Charme und variiert leicht im Aussehen.</span><br><br><strong>Material:</strong><span> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br><strong>Farbe:</strong><span> Durchgefärbt schwarz, glanzbeschichtet, kupfer-gold gesprenkelt, RAL Kerzengüte Qualität</span><br><strong>Brenndauer:</strong><span> 30h</span><br><strong>Größe:</strong><span>19cm</span><br><strong>Geruch:<span> </span></strong><span>neutral</span></p>",Candles of Wisdom,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-Meister,430.0,shopify,28,deny,manual,44.90,44.90,true,true,'633710796576,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-Skulptur-gesprenkelt-Meister2.png?v=1648373512,1,Burning Buddha Meister,false,Meister Candle Black Gold - Candles of Wisdom,,,,,,,,,,,,,,,,kg,,4.50,active
meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Meister-Kerze-Buddha-Figur.jpg?v=1648373512,2,Burning Buddha Kerze Decoration Objekt,,,,,,,,,,,,,,,,,,,,,
meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-moderne-Buddha-Skulptur-meister.jpg?v=1648373512,3,Burning Buddha Yoga Kerze,,,,,,,,,,,,,,,,,,,,,
meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Meister-Kerze-Design-Buddha-Figur.jpg?v=1648373512,4,Burning Buddha Dekoration,,,,,,,,,,,,,,,,,,,,,
meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-Designobjekt-Buddha-Skulptur.jpg?v=1648373512,5,Meister Buddha - Burning Buddha Kerze,,,,,,,,,,,,,,,,,,,,,
meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Meister-04.jpg?v=1648373512,6,Burning Buddha Meister,,,,,,,,,,,,,,,,,,,,,
meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-mit-Muenze.jpg?v=1648373512,7,Burning Buddha Coin of Wisdom,,,,,,,,,,,,,,,,,,,,,
meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_924920ac-b815-47f3-bdd3-c57407cc2453.jpg?v=1648373512,8,,,,,,,,,,,,,,,,,,,,,,
meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_1dea28a3-66f1-4438-bb0c-046220b7e624.jpg?v=1648373512,9,,,,,,,,,,,,,,,,,,,,,,
little-meister,Little Meister Candle,"<p><span>Der Little Meister ist mehr als nur eine Kerze. Er steckt voller <strong><a title=""Symbolik und Philosophie"" href=""https://candlesofwisdom.com/pages/info"" target=""_blank"">Symbolik</a></strong> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Eine tolle Geschenkidee für alle, die an Yoga und Meditation interessiert sind und Achtsamkeit gerne mit moderner Ästhetik verbinden.</span></p>
<p><em><strong>Der Little Buddha beinhaltet</strong> <strong><em>NICHT die Münze der Weisheit.</em><br></strong></em><br><strong>Material:</strong> <span>Rapswachs Komposition mit Paraffinanteil</span>, Baumwolldocht<br><strong>Farben:</strong> Durchgefärbt Mint, Lavendel, Pfirsich, Beige und Senfgelb<br><strong>Brenndauer:</strong> 6h<br><strong>Größe:</strong> 11cm<br><strong data-mce-fragment=""1"">Geruch:<span data-mce-fragment=""1""> </span></strong><span data-mce-fragment=""1"">neutral</span></p>",Candles of Wisdom,,Buddha Candle,"__tab1:philosophie, Buddha, candle, free, handmade, Kerze, noplastic, sustainable",true,Farbe,Mint,,,,,BB-Littlemint,100.0,shopify,21,deny,manual,14.90,14.90,true,true,'633710796453,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Little-buddha-Overview4.png?v=1648373703,1,Little Buddha Candle,false,Little Meister Candle - Candles of Wisdom,"Der Little Meister ist mehr als nur eine Kerze. Die Buddha Kerze steckt voller Symbolik und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Eine tolle Geschenkidee für alle, die an Yoga und Meditation interessiert sind und Achtsamkeit gerne mit moderner Ästhetik verbinden. Der Little Buddha beinhaltet NICHT die Münze der Weisheit. Material: Rapswachs Komposition mit Paraffinanteil, Baumwolldocht Farben: Durchgefärbt Mint, Lavendel, Pfirsich, Beige und Senfgelb Brenndauer: 6hGröße: 11cmGeruch: neutral",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Little-Buddha.png?v=1648373703,kg,,1.50,active
little-meister,,,,,,,,,Lavendel,,,,,BB-Littlelav,100.0,shopify,2,deny,manual,14.90,14.90,true,true,'633710796460,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Little-Buddha.png?v=1648373703,2,Little Buddha Candle Mint,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Little-Buddha-Lavender.png?v=1648373703,kg,,1.50,
little-meister,,,,,,,,,Beige,,,,,BB-Littlebeige,100.0,shopify,3,deny,manual,14.90,14.90,true,true,'633710796477,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Little-Buddha-Sake.png?v=1648373703,3,Little Buddha Candle peach,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Little-Buddha-Kerze-beige.png?v=1648373703,kg,,1.50,
little-meister,,,,,,,,,Peach,,,,,BB-LittlePeach,100.0,shopify,11,deny,manual,14.90,14.90,true,true,'633710796484,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Little-Buddha-Lavender.png?v=1648373703,4,Little Buddha Lavender,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Little-Buddha-Sake.png?v=1648373703,kg,,1.75,
little-meister,,,,,,,,,Zenf,,,,,BB-Littlezenf,100.0,shopify,4,deny,manual,14.90,14.90,true,true,'633710796491,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Little-Buddha-Kerze-senfgelb.png?v=1648373703,5,Senfgelb Buddha Kerze,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Little-Buddha-Kerze-senfgelb.png?v=1648373703,kg,,1.50,
little-meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Little-Buddha-Kerze-beige.png?v=1648373703,6,Little Buddha Kerze,,,,,,,,,,,,,,,,,,,,,
little-meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Figur-Kerze-Zenf-Senfgelb-mustard-yellow-2_6ccd39b9-1765-4a06-87da-e4630b4d8e70.jpg?v=1648373703,7,Little Buddha Geschenkidee,,,,,,,,,,,,,,,,,,,,,
little-meister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_f3f41b98-49f2-44b8-8e47-b80ea51795d8.jpg?v=1648373712,8,,,,,,,,,,,,,,,,,,,,,,
indigo,XX Indigo,"<p><span>Der Burning Buddha ist mehr als nur eine Kerze. Er steckt voller</span><span> </span><strong><a href=""https://www.burningbuddha.de/pages/info"" target=""_blank"" title=""Symbolik und Philosophie"" rel=""noopener noreferrer"">Symbolik</a></strong><span> </span><span>und spielt mit der </span><strong>Vergänglichkeit der Schönheit</strong><span> - Zündest Du die Kerze an oder ist sie zu schade dazu? So einfach ist die Entscheidung nicht, denn der Buddha lockt mit einer </span><strong>Besonderheit</strong><span>: Nach dem Wegschmelzen offenbart er eine </span><strong>Glücksmünze</strong><span>, auf der alte </span><strong>Weisheiten</strong><span> verewigt sind.</span><span><br></span></p>
<p><strong>Material:</strong><span> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br><strong>Farbe:</strong> blau durchgefärbt, glanzbeschichtet,<span> </span><span>RAL Kerzengüte Qualität</span><br><strong>Brenndauer:</strong> 30h<br><strong>Größe:</strong>19cm<img src=""https://cdn.shopify.com/s/files/1/0002/7502/1865/files/200102_WITH_COIN_Product-page_green.png?v=1580572549"" alt=""""></p>",burningbuddha,,Buddha Candle,"__tab1:philosophie, Buddha, Kerze",false,Title,Default Title,,,,,BB-Indigo,430.0,shopify,0,deny,manual,39.90,39.90,true,true,"",https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-Blau-Tuareg-Figur2.png?v=1567175542,1,Yves Blaue Burning Buddha Kerze,false,Burning Buddha Kerze - blau,,,,,,,,,,,,,,,,kg,,5.00,draft
indigo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze.jpg?v=1567175542,2,,,,,,,,,,,,,,,,,,,,,,
indigo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Tuareg-05.jpg?v=1567175542,3,Blaue Buddha Figur,,,,,,,,,,,,,,,,,,,,,
indigo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Figur-Blaue-Kerze.jpg?v=1567175542,4,,,,,,,,,,,,,,,,,,,,,,
indigo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Tuareg-08.jpg?v=1567175542,5,,,,,,,,,,,,,,,,,,,,,,
indigo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Coin-of-Wisdom2_1f3c78b0-1a7e-4d9c-8a26-d2baa4ba3a47.jpg?v=1567175542,6,,,,,,,,,,,,,,,,,,,,,,
indigo,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Verpackung_bfa05db2-df63-4b79-83f0-9d0ff3a061f4.jpg?v=1567175542,7,,,,,,,,,,,,,,,,,,,,,,
yin-yang,Meister Candle Black & White,"<p><span>Der Meister ist mehr als nur eine Kerze. Er steckt voller </span><strong><span><a href=""https://candlesofwisdom.com/pages/info"" title=""Symbolik und Philosophie"" target=""_blank"">Symbolik</a></span></strong><span> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.</span><br><br><span>Die Herstellung unserer mehrfarbigen Modelle ist sehr aufwendig, wobei das Endresultat nie ganz vorhersehbar ist. Jeder Meister ist ein Unikat mit individuellem Charme und variiert leicht im Aussehen.</span><br><br><strong>Material:</strong><span> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br><strong>Farbe:</strong><span> Beige und Schwarz, durchgefärbt, glanzbeschichtet, RAL Kerzengüte Qualität</span><br><strong>Brenndauer:</strong><span> 30h</span><br><strong>Größe:</strong><span>19cm</span><br><strong>Geruch:<span> </span></strong><span>neutral</span></p>",burningbuddha,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-BW,430.0,shopify,5,deny,manual,44.90,,true,true,'633710796613,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Candle-Kerze-Figur-Black-White_f6aede68-f24a-4c19-9a2b-ada7dc1874de.png?v=1648330136,1,,false,Meister Candle Black & White - Candles of Wisdom,"Der Burning Buddha ist mehr als nur eine Kerze. Er steckt voller Symbolik und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.Die Herstellung unserer mehrfarbigen Modelle ist sehr aufwendig, wobei das Endresultat nie ganz vorhersehbar ist. Jeder Meister ist ein Unikat mit individuellem Charme und variiert leicht im Aussehen.Material: Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, MetallmünzeFarbe: Beige und Schwarz, durchgefärbt, glanzbeschichtet, RAL Kerzengüte QualitätBrenndauer: 30hGröße:19cmGeruch: neutral",,,,,,,,,,,,,,,kg,,4.00,active
yin-yang,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-BlackWise03_46edfdda-8b0d-4e62-9207-5cdc6143bd02.jpg?v=1648330164,2,,,,,,,,,,,,,,,,,,,,,,
yin-yang,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Modern-Buddha-Design-Kerze-Schwarz-weiss-11_adcb493a-04a3-4a6f-adf0-0904729f33db.jpg?v=1648330164,3,,,,,,,,,,,,,,,,,,,,,,
yin-yang,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Homedeco-Design-Kerze-Schwarz-weiss-11_54775e7f-52be-493d-8419-e2182c18e4b9.jpg?v=1648330164,4,,,,,,,,,,,,,,,,,,,,,,
yin-yang,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Meister-CandlesofWisdomBuddha-Jade.jpg?v=1648330164,5,,,,,,,,,,,,,,,,,,,,,,
yin-yang,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Buddha-Burning-Buddha-Kerze-Schwarz-weiss.jpg?v=1648330164,6,,,,,,,,,,,,,,,,,,,,,,
yin-yang,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_0f73d074-9136-42f1-8bf3-0eef94262276.jpg?v=1648330164,7,,,,,,,,,,,,,,,,,,,,,,
yin-yang,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_e97c6580-91b4-4a54-af61-4a68a8b164b3.jpg?v=1648330164,8,,,,,,,,,,,,,,,,,,,,,,
beige,Meister Candle Beige,"<p><span>Der Meister ist mehr als nur eine Kerze. Er steckt voller </span><strong><span><a href=""https://candlesofwisdom.com/pages/info"" title=""Symbolik und Philosophie"" target=""_blank"">Symbolik</a></span></strong><span> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.</span><br><br><strong>Material:</strong><span> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br><strong>Farbe:</strong><span> ungefärbt weiß/beige</span><br><strong>Brenndauer:</strong><span> 30h</span><br><strong>Größe:</strong><span>19cm</span><br><strong>Geruch:<span> </span></strong><span>neutral</span></p>",Candles Of Wisdom,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-Beige,430.0,shopify,11,deny,manual,39.90,,true,true,'633710796521,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Design-Kerze-Beige.png?v=1648328897,1,,false,Meister Candle Beige aus Rapswachs - Candles of Wisdom,Der Burning Buddha ist mehr als nur eine Kerze. Er steckt voller Symbolik und spielt mit der Vergänglichkeit der Schönheit. Der Rapswachs Buddha lockt außerdem mit einer Besonderheit: Nach dem Wegschmelzen des offenbart er eine Münze auf der eine alte Weisheit verewigt ist - nach Glückskeks Prinzip.,,,,,,,,,,,,,,,kg,,3.50,active
beige,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Design-Buddha-Kerze-Figur-Skulptur-Beige.jpg?v=1648328897,2,Burning Buddha,,,,,,,,,,,,,,,,,,,,,
beige,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-Buddha-Figur-Accessoires---Beige.jpg?v=1648328897,3,Burning Buddha Figur - Vegane Kerze mit versteckter Weisheit,,,,,,,,,,,,,,,,,,,,,
beige,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_6a9e9c14-7776-4bf1-9a18-b20aa87d6016.jpg?v=1648328897,4,,,,,,,,,,,,,,,,,,,,,,
beige,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_f2b471a6-e1c9-4499-b57a-9b161d2428e8.jpg?v=1648328897,5,,,,,,,,,,,,,,,,,,,,,,
mint,Meister Candle Mint,"<p><span>Der Meister ist mehr als nur eine Kerze. Er steckt voller </span><strong><span><a href=""https://candlesofwisdom.com/pages/info"" title=""Symbolik und Philosophie"" target=""_blank"">Symbolik</a></span></strong><span> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.</span><br><br><strong>Material:</strong><span> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br><strong>Farbe:</strong><span> Durchgefärbt mintgrün, RAL Kerzengüte Qualität</span><br><strong>Brenndauer:</strong><span> 30h</span><br><strong>Größe:</strong><span>19cm</span><br><strong>Geruch:<span> </span></strong><span>neutral</span></p>",burningbuddha,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-Mint,430.0,shopify,11,deny,manual,39.90,,true,true,'633710796507,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Buddah-Buddha-Kerze-Muenze-figur-Skulptur-Mint2_ca1ce965-4ffa-403a-81a2-76c9537bd52c.png?v=1648330930,1,,false,Meister Candle Mint - Candles of Wisdom,"Der Buddha ist mehr als nur eine Kerze. Er steckt voller Symbolik spielt mit der Vergänglichkeit der Schönheit. Eine tolle Geschenkidee für Yogis. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind. Material: Rapswachs",,,,,,,,,,,,,,,kg,,3.50,active
mint,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Candles-of-Wisdom-Meister-Mint.jpg?v=1648330930,2,,,,,,,,,,,,,,,,,,,,,,
mint,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning_Buddha_mint_04.jpg?v=1648330930,3,Burning Buddha Candle,,,,,,,,,,,,,,,,,,,,,
mint,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-Moderne-Buddha-Figur-Mint.jpg?v=1648330930,4,Burning Buddha Kerze,,,,,,,,,,,,,,,,,,,,,
mint,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-Minimal-Buddha-Figur-Mint.jpg?v=1648330930,5,Burning Buddha Mint Candle,,,,,,,,,,,,,,,,,,,,,
mint,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning_Buddha_mint_06.jpg?v=1648330930,6,Burning Buddha Polygon Candle,,,,,,,,,,,,,,,,,,,,,
mint,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning_Buddha_mint11.jpg?v=1648330930,7,Burning Buddha Yoga Kerze,,,,,,,,,,,,,,,,,,,,,
mint,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_361a6e11-0692-4ae6-86ca-9b7e37861c4d.jpg?v=1648330930,8,,,,,,,,,,,,,,,,,,,,,,
mint,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_705f1bcb-da22-4d4b-b33d-6985293aa178.jpg?v=1648330930,9,,,,,,,,,,,,,,,,,,,,,,
black,Meister Candle Black,"<span data-mce-fragment=""1"">Der Meister ist mehr als nur eine Kerze. Er steckt voller </span><strong data-mce-fragment=""1""><span data-mce-fragment=""1""><a title=""Symbolik und Philosophie"" href=""https://candlesofwisdom.com/pages/info"" data-mce-fragment=""1"" data-mce-href=""https://candlesofwisdom.com/pages/info"" target=""_blank"">Symbolik</a></span></strong><span data-mce-fragment=""1""> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Material:</strong><span data-mce-fragment=""1""> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong><span data-mce-fragment=""1""> Durchgefärbt schwarz, glanzbeschichtet, RAL Kerzengüte Qualität</span><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Brenndauer:</strong><span data-mce-fragment=""1""> 30h</span><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Größe:</strong><span data-mce-fragment=""1"">19cm</span><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Geruch:<span data-mce-fragment=""1""> </span></strong><span data-mce-fragment=""1"">neutral</span>",burningbuddha,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-Black,430.0,shopify,15,deny,manual,39.90,39.90,true,true,'633710796552,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Designobject-black.png?v=1648329167,1,Burning Buddha Figur schwarze Kerze,false,Meister Candle Black - Candles of Wisdom,"Der Burning Buddha ist mehr als nur eine Kerze. Er steckt voller Symbolik und spielt mit der Vergänglichkeit der Schönheit - Zündest Du die Kerze an oder ist sie zu schade dazu? So einfach ist die Entscheidung nicht, denn der Buddha lockt mit einer Besonderheit. Mehr erfahren.",,,,,,,,,,,,,,,kg,,4.50,active
black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Black-Burning-Buddha-Designobjekt-schwarz.jpg?v=1648329322,2,,,,,,,,,,,,,,,,,,,,,,
black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Buddha-Kerze-black-schwarz.jpg?v=1648329322,3,Buddha Figur - Schwarze Kerze,,,,,,,,,,,,,,,,,,,,,
black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning_Buddha_Design_Kerze_Objekt_Schwarz2.jpg?v=1648329322,4,Burning Buddha Kerze,,,,,,,,,,,,,,,,,,,,,
black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning_Buddha_Kerze_Designobjekt_Schwarz_Home_deko.jpg?v=1648329322,5,Burning Buddha Kerze,,,,,,,,,,,,,,,,,,,,,
black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-Ikone-Figur-Interior-schwarz.jpg?v=1648329322,6,,,,,,,,,,,,,,,,,,,,,,
black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-mit-Munze.jpg?v=1648329322,7,,,,,,,,,,,,,,,,,,,,,,
black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_9272afa9-7664-48de-9dc3-b8bbd5f3e322.jpg?v=1648329322,8,,,,,,,,,,,,,,,,,,,,,,
black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_e0cc24b4-6391-4a67-ac31-c95e4dc824f0.jpg?v=1648329322,9,,,,,,,,,,,,,,,,,,,,,,
